osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 1.3
BeatDivisor: 4
GridSize: 4
TimelineZoom: 1

[Metadata]
Title:Future Candy
TitleUnicode:Future Candy
Artist:YUC'e
ArtistUnicode:YUC'e
Creator:aim hacs
Version:Hard
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1

[Difficulty]
HPDrainRate:6
CircleSize:5
OverallDifficulty:8
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
0,333.333333333333,4,1,0,100,1,0


[HitObjects]
51,192,0,128,0,666:0:0:0:0:
256,192,666,1,0,0:0:0:0:
358,192,1000,1,0,0:0:0:0:
460,192,1333,1,0,0:0:0:0:
256,192,1333,128,0,2000:0:0:0:0:
153,192,2000,1,0,0:0:0:0:
256,192,2333,1,0,0:0:0:0:
358,192,2666,1,0,0:0:0:0:
51,192,2666,128,0,3333:0:0:0:0:
153,192,3000,1,0,0:0:0:0:
358,192,3333,1,0,0:0:0:0:
153,192,3666,1,0,0:0:0:0:
256,192,4000,128,0,4666:0:0:0:0:
460,192,4000,1,0,0:0:0:0:
51,192,4666,1,0,0:0:0:0:
153,192,4999,1,0,0:0:0:0:
153,192,5333,128,0,6000:0:0:0:0:
256,192,5333,1,0,0:0:0:0:
460,192,5999,1,0,0:0:0:0:
358,192,6166,1,0,0:0:0:0:
256,192,6333,1,0,0:0:0:0:
153,192,6500,1,0,0:0:0:0:
256,192,6666,1,0,0:0:0:0:
358,192,7000,1,0,0:0:0:0:
153,192,7333,1,0,0:0:0:0:
358,192,7666,128,0,8416:0:0:0:0:
153,192,8000,1,0,0:0:0:0:
51,192,8666,128,0,9250:0:0:0:0:
256,192,9333,128,0,10333:0:0:0:0:
153,192,10333,1,0,0:0:0:0:
358,192,10333,1,0,0:0:0:0:
460,192,10416,1,0,0:0:0:0:
51,192,10416,1,0,0:0:0:0:
358,192,10500,1,0,0:0:0:0:
153,192,10500,1,0,0:0:0:0:
460,192,10583,1,0,0:0:0:0:
51,192,10583,1,0,0:0:0:0:
153,192,10666,1,0,0:0:0:0:
51,192,10749,1,0,0:0:0:0:
153,192,10833,1,0,0:0:0:0:
51,192,10916,1,0,0:0:0:0:
153,192,10999,1,0,0:0:0:0:
51,192,11083,1,0,0:0:0:0:
153,192,11166,1,0,0:0:0:0:
51,192,11249,1,0,0:0:0:0:
153,192,11333,1,0,0:0:0:0:
358,192,11333,1,0,0:0:0:0:
256,192,11333,1,0,0:0:0:0:
358,192,11416,1,0,0:0:0:0:
460,192,11499,1,0,0:0:0:0:
358,192,11583,1,0,0:0:0:0:
460,192,11666,1,0,0:0:0:0:
358,192,11749,1,0,0:0:0:0:
460,192,11833,1,0,0:0:0:0:
358,192,11916,1,0,0:0:0:0:
460,192,11999,1,0,0:0:0:0:
358,192,12083,1,0,0:0:0:0:
460,192,12166,1,0,0:0:0:0:
358,192,12249,1,0,0:0:0:0:
460,192,12333,1,0,0:0:0:0:
358,192,12416,1,0,0:0:0:0:
460,192,12499,1,0,0:0:0:0:
358,192,12583,1,0,0:0:0:0:
153,192,12666,1,0,0:0:0:0:
358,192,12666,1,0,0:0:0:0:
256,192,12666,1,0,0:0:0:0:
51,192,12750,1,0,0:0:0:0:
153,192,12833,1,0,0:0:0:0:
51,192,12916,1,0,0:0:0:0:
153,192,12999,1,0,0:0:0:0:
51,192,13083,1,0,0:0:0:0:
153,192,13166,1,0,0:0:0:0:
51,192,13249,1,0,0:0:0:0:
153,192,13333,1,0,0:0:0:0:
51,192,13416,1,0,0:0:0:0:
153,192,13499,1,0,0:0:0:0:
51,192,13583,1,0,0:0:0:0:
153,192,13666,1,0,0:0:0:0:
51,192,13750,1,0,0:0:0:0:
153,192,13833,1,0,0:0:0:0:
51,192,13916,1,0,0:0:0:0:
153,192,14000,1,0,0:0:0:0:
256,192,14000,1,0,0:0:0:0:
358,192,14000,1,0,0:0:0:0:
460,192,14083,1,0,0:0:0:0:
358,192,14166,1,0,0:0:0:0:
460,192,14249,1,0,0:0:0:0:
358,192,14333,1,0,0:0:0:0:
460,192,14416,1,0,0:0:0:0:
358,192,14500,1,0,0:0:0:0:
460,192,14583,1,0,0:0:0:0:
358,192,14666,1,0,0:0:0:0:
460,192,14749,1,0,0:0:0:0:
358,192,14833,1,0,0:0:0:0:
460,192,14916,1,0,0:0:0:0:
256,192,14999,128,0,15333:0:0:0:0:
460,192,15333,128,0,15666:0:0:0:0:
358,192,15333,1,0,0:0:0:0:
256,192,15666,128,0,16249:0:0:0:0:
153,192,15666,1,0,0:0:0:0:
460,192,16666,1,0,0:0:0:0:
358,192,16666,1,0,0:0:0:0:
51,192,16833,1,0,0:0:0:0:
153,192,16833,1,0,0:0:0:0:
460,192,16999,1,0,0:0:0:0:
358,192,16999,1,0,0:0:0:0:
51,192,17083,1,0,0:0:0:0:
153,192,17083,1,0,0:0:0:0:
460,192,17166,1,0,0:0:0:0:
358,192,17166,1,0,0:0:0:0:
153,192,17250,1,0,0:0:0:0:
51,192,17250,1,0,0:0:0:0:
358,192,17333,1,0,0:0:0:0:
153,192,17416,1,0,0:0:0:0:
358,192,17500,1,0,0:0:0:0:
51,192,17583,1,0,0:0:0:0:
460,192,17666,1,0,0:0:0:0:
153,192,17750,1,0,0:0:0:0:
358,192,17833,1,0,0:0:0:0:
51,192,17916,1,0,0:0:0:0:
460,192,18000,1,0,0:0:0:0:
153,192,18083,1,0,0:0:0:0:
358,192,18166,1,0,0:0:0:0:
51,192,18250,1,0,0:0:0:0:
460,192,18333,1,0,0:0:0:0:
153,192,18416,1,0,0:0:0:0:
358,192,18500,1,0,0:0:0:0:
51,192,18583,1,0,0:0:0:0:
460,192,18666,1,0,0:0:0:0:
256,192,18722,1,0,0:0:0:0:
460,192,18777,1,0,0:0:0:0:
256,192,18833,1,0,0:0:0:0:
460,192,18888,1,0,0:0:0:0:
256,192,18944,1,0,0:0:0:0:
460,192,18999,1,0,0:0:0:0:
256,192,19055,1,0,0:0:0:0:
460,192,19111,1,0,0:0:0:0:
256,192,19166,1,0,0:0:0:0:
460,192,19222,1,0,0:0:0:0:
51,192,19277,1,0,0:0:0:0:
256,192,19333,1,0,0:0:0:0:
51,192,19388,1,0,0:0:0:0:
256,192,19444,1,0,0:0:0:0:
51,192,19499,1,0,0:0:0:0:
256,192,19555,1,0,0:0:0:0:
51,192,19611,1,0,0:0:0:0:
256,192,19666,1,0,0:0:0:0:
51,192,19722,1,0,0:0:0:0:
256,192,19777,1,0,0:0:0:0:
51,192,19833,1,0,0:0:0:0:
256,192,19888,1,0,0:0:0:0:
51,192,19944,1,0,0:0:0:0:
153,192,21333,1,0,0:0:0:0:
256,192,21333,1,0,0:0:0:0:
358,192,21333,1,0,0:0:0:0:
51,192,21666,1,0,0:0:0:0:
